date,item_id,price_ngn,unit
2013-06-05,rice_foreign,9154.83870967742,50kg Bag
2013-06-06,rice_foreign,9139.354838709678,50kg Bag
2013-06-07,rice_foreign,9123.870967741936,50kg Bag
2013-06-08,rice_foreign,9108.387096774191,50kg Bag
2013-06-09,rice_foreign,9092.90322580645,50kg Bag
2013-06-10,rice_foreign,9077.41935483871,50kg Bag
2013-06-11,rice_foreign,9061.935483870968,50kg Bag
2013-06-12,rice_foreign,9046.451612903224,50kg Bag
2013-06-13,rice_foreign,9030.967741935485,50kg Bag
2013-06-14,rice_foreign,9015.483870967742,50kg Bag
2013-06-15,rice_foreign,9000.0,50kg Bag
2013-06-16,rice_foreign,9000.0,50kg Bag
2013-06-17,rice_foreign,9000.0,50kg Bag
2013-06-18,rice_foreign,9000.0,50kg Bag
2013-06-19,rice_foreign,9000.0,50kg Bag
2013-06-20,rice_foreign,9000.0,50kg Bag
2013-06-21,rice_foreign,9000.0,50kg Bag
2013-06-22,rice_foreign,9000.0,50kg Bag
2013-06-23,rice_foreign,9000.0,50kg Bag
2013-06-24,rice_foreign,9000.0,50kg Bag
2013-06-25,rice_foreign,9000.0,50kg Bag
2013-06-26,rice_foreign,9000.0,50kg Bag
2013-06-27,rice_foreign,9000.0,50kg Bag
2013-06-28,rice_foreign,9000.0,50kg Bag
2013-06-29,rice_foreign,9000.0,50kg Bag
2013-06-30,rice_foreign,9000.0,50kg Bag
2013-07-01,rice_foreign,9000.0,50kg Bag
2013-07-02,rice_foreign,9000.0,50kg Bag
2013-07-03,rice_foreign,9000.0,50kg Bag
2013-07-04,rice_foreign,9000.0,50kg Bag
2013-07-05,rice_foreign,9000.0,50kg Bag
2013-07-06,rice_foreign,9000.0,50kg Bag
2013-07-07,rice_foreign,9000.0,50kg Bag
2013-07-08,rice_foreign,9000.0,50kg Bag
2013-07-09,rice_foreign,9000.0,50kg Bag
2013-07-10,rice_foreign,9000.0,50kg Bag
2013-07-11,rice_foreign,9000.0,50kg Bag
2013-07-12,rice_foreign,9000.0,50kg Bag
2013-07-13,rice_foreign,9000.0,50kg Bag
2013-07-14,rice_foreign,9000.0,50kg Bag
2013-07-15,rice_foreign,9000.0,50kg Bag
2013-07-16,rice_foreign,9000.0,50kg Bag
